W_top,W_bot,tsi,Vg
1.93,13.98,32.56,0.57
8.93,18.46,23.13,21.9
64.73,158.89,29.74,24.1
24.04,42.48,31.87,29.79
58.17,151.19,45.73,12.48
145.76,233.33,48.94,1.03
133.48,244.38,46.39,23.12
2.32,13.96,47.49,23.5
86.22,163.26,23.95,31.27
45.72,73.94,35.19,4.04
167.96,219.18,35.43,4.56
28.65,84.5,13.3,13.52
4.95,205.66,23.57,3.49
134.18,160.12,47.86,5.22
2.91,78.86,48.45,2.28
111.61,179.12,45.22,36.58
115.35,132.57,38.1,19.91
17.79,62.65,23.8,12.16
62.74,114.47,36.03,24.01
131.97,162.63,18.87,21.84
83.64,135.53,24.9,28.69
129.25,174.13,43.99,36.88
115.5,211.06,35.17,9.98
1.82,23.8,42.85,23.91
8.52,114.8,44.07,6.02
37.53,203.25,22.46,9.23
59.19,178.92,10.17,20.15
45.77,162.63,14.43,2.59
58.77,139.57,39.71,9.95
3.02,115.28,25.7,29.96
94.48,104.03,19.5,39.72
35.95,147.62,49.64,32.9
127.45,231.38,36.54,35.35
26.15,180.32,19.45,7.37
27.51,119.49,19.07,23.8
63.01,96.55,39.8,16.06
26.3,102.46,48.47,23.82
25.99,193.5,30.98,8.18
66.03,90.1,23.7,7.11
120.48,128.47,37,35.57
38.5,61.17,44.22,35.55
50.51,82.47,17.9,28.38
224.01,245.83,47.65,5.55
93.11,96.65,17.49,20.44
4.26,51.83,15.78,23.73
85.04,246.36,45.52,36.64
126.24,127.6,24.92,31.92
0.83,13.12,38.06,0.43
14.38,167.92,35.29,37.83
148.91,204.76,37.85,9.28
46.33,130.84,47.57,38.26
1.49,73.89,20.56,22.36
17.5,57.29,17.48,9.68
182.17,191.35,21.18,30.83
215.95,219.88,41.36,38.94
96.55,127.4,49.04,35.65
51.25,134.61,37.71,29.84
104,137.53,42.23,9.62
208.27,245.49,21.03,15.61
116.32,230.13,19.01,27.87
25.14,119.56,22.08,17.34
24.17,145.39,17.54,26.75
18.22,47.67,41.03,37.3
47.59,235.15,26.94,28.66
16.16,91.14,44.36,35.68
132.81,163.22,15.74,28.79
6.27,32.47,24.7,11.88
95.1,179.69,16.53,0.01
50.37,71.75,12.76,20.94
4.95,92.76,18.73,16.02
49.56,66.14,17.91,29.01
13.89,226.58,36.38,31.23
60.22,217.8,25.8,8.43
190.14,191.93,45.94,35.12
97.35,156.89,30.93,18.68
46.56,118.8,11.35,4.6
28.4,183.29,22.7,31.16
194.34,248.33,42.6,21.87
11.12,76.74,31.56,15.02
17.67,68.6,41.37,25.94
180.43,248.8,21.57,12.24
48.8,129.19,26.09,39.43
79.18,130.53,22.36,37.26
66.09,143.48,27.72,35.15
31.74,41.57,43.28,1.05
48.43,61.32,14.66,36.06
87.17,89.85,45.33,30.81
53.94,247.3,35.63,38.7
165.97,171.78,40.28,12.05
4.3,12.73,45.04,17.89
71.92,163.44,40.65,33.81
43.21,99.95,21.86,32.07
65.12,215.07,44.54,10.67
29.1,128.59,44,0.65
105.83,140.99,42.12,16.15
22.59,27.05,29.3,18.56
66.31,115.15,48.75,1.22
199.52,243.77,36.74,14.62
39.19,122.54,43.93,7.74
42.04,129.06,32.23,19.18
181.8,238.54,46.41,29.93
187.56,236.28,42.06,26.44
10.63,53.95,34.96,8.87
102.22,174.9,17.28,24.85
80.38,231.4,29.97,3.98
75.42,86.09,43.58,26.21
189.17,227.06,22.26,39.32
138.91,156.99,47.84,38.62
71.19,145.02,15.48,25.45
72.95,196.5,44.43,22.05
33.06,49.37,24.01,5.59
145.22,146.65,40.04,18.22
9.64,109.7,28.03,31.85
113.7,234,33.6,34.62
6.8,47.1,18.22,17.14
94.41,214.8,26.5,6.1
2.59,19.23,26.57,10.62
2.14,29.39,29.69,9.69
20.91,218.17,19.78,18.17
115.18,135.42,28.95,2.69
8.83,171.9,14.68,30.84
4.9,214.28,45.12,32.46
87.57,92.68,24.78,20.91
216.11,243.26,42.95,38.61
15.65,208.18,27.4,27.59
4.91,12.1,20.14,2.93
18.17,31.33,41.41,27.93
32.75,60.36,35.82,6.86
71.64,222.66,45.18,28.72
67.14,94.87,31.89,14.19
1.02,119.75,18.34,17.51
44.94,74.7,27.2,37.65
28.63,43.69,42.41,17.51
169.41,237.81,47.21,26.61
134.81,204.18,46.05,15.54
64.87,243.92,20.33,37.88
25.91,31.74,12.39,22.91
55.01,108.52,20.47,19.14
104.77,148.27,19.92,9.83
58.48,77.08,33.76,7.32
118.76,233.09,34.39,25.79
64.89,102.4,30.99,22.47
21.3,77.02,21.09,8.61
11.31,12.31,18.66,15.03
22.44,179.32,15.41,5.42
12.11,195.62,13.53,9.54
4.37,91.04,18,4.34
112.25,164.66,49.7,28.17
0.29,60.48,35.51,22.52
98.3,229.62,41.97,28.53
29.84,60.2,33.21,22.48
200.12,227.32,15.74,39.76
25.56,184.58,49.91,11.96
3.37,24.6,27.65,18.49
170.57,177.79,42.31,34.64
18.51,32.39,19.47,0.51
151.05,233.6,10.26,21.36
6.18,30.94,29.69,25.58
76.01,100.25,18.38,19.94
89.17,193.64,31.38,33.27
15.06,19.03,30.77,7.31
53.26,165.87,38.36,17.43
60.01,225.84,25.59,8.1
92.7,147.27,35.24,6.82
6.76,233.61,42.52,10.17
62.78,249.67,34.23,30.08
12.51,92.53,25.55,23.81
19,119.8,33.46,13.04
140.19,169.5,37.64,38.06
68.12,100,18.26,34.38
123.63,202.11,34.81,8.52
201.52,216.48,20.73,8.14
54.42,111.68,38.49,36
81.49,97.24,14.22,15.69
13.04,43.56,25.05,16.6
30.95,31.78,27.38,26.33
24.99,27.12,42.6,13.36
34.31,54.61,45.51,25.75
61.31,120.07,17.43,30.83
66.52,148.95,28.35,39.01
56.42,71.09,48.88,10.5
70.92,164.3,48.53,34.46
63.85,166.37,42.77,32.46
99.68,194.68,31.87,17.98
44.22,75.33,14.6,23.16
109.65,226.44,40.57,3.71
97.98,209.12,39.6,12.66
10.27,16.17,49.48,15.53
131.53,183.85,24.83,8.69
190.89,201.3,49.38,19.99
58.78,126.05,48.76,28.02
24.82,55.03,23.49,29.36
16.05,149.8,37.78,15.05
32.46,230.27,13.8,30.67
74.22,115.91,29.93,23.15
96.48,242.96,47.24,28.02
31.99,49.39,16.93,37.71
149.24,189.69,28.33,14.27
1.47,11.3,25.83,5.64
129.7,185.45,31.61,22.08
124.96,187.38,43.55,20.32
4.7,235.22,48.92,3.54
140.34,151.77,18.13,15.92
0.48,12.06,48.69,5.82
90,128.2,36.45,38.41
12.6,111.98,14.92,39.11
62.71,173.83,43.44,7.29
82.8,194.42,16.82,30.15
12.2,27.51,30.09,16.21
38.61,131.55,49.1,13.17
0.15,17.95,47.12,6.66
105.09,249.91,23.02,3.98
220.38,229.93,40.4,35.15
9.09,173.03,49.31,1.21
10.96,93.76,20.36,17.32
61.72,78.94,28.88,15.78
16.96,184.61,48.34,0.36
77.65,151.5,31.44,8.13
57.05,92.22,26.04,7.36
68.14,73.73,37.33,35.24
135.14,230.85,15.93,32.99
28.43,81.08,41.85,8.61
40.59,115.85,31.22,10.99
53.39,66.62,24.92,1.84
12.13,52.28,34.72,11.81
160.24,200.6,12.06,37.68
203.42,210.57,22.99,12.71
187.97,189.85,25.32,21.01
141.29,175.68,31.43,17.39
132.69,236.55,45.13,39.59
15.9,99.5,29.91,34.63
37.85,72.95,44.92,26.57
25.6,107.35,33.52,24.18
90.78,249.98,44.36,18.86
26.89,247.07,32.62,19.22
79,162.08,37.08,28.7
149.4,203.09,21.03,9.21
86.45,228.43,45.43,6.72
7.87,132.22,42.44,16.89
91.25,160.75,46.06,21.12
99.13,212.8,45.07,33.53
70.17,88.1,46.35,32.78
0.14,105.59,28.41,19.82
32.68,53.46,25.08,38.25
44.76,93.41,27.86,16.1
24.77,120.38,47.76,16.59
54.32,129.37,36.16,8.85
131.57,192.43,14.03,32.05
47.77,171.82,31.59,4.65
9.83,104.97,40.47,1.44
10.97,114.66,20.19,7.33
115.35,233.63,11.79,9.09
21.95,35.06,16.03,2.1
6.76,22.06,37.83,12.57
79.54,134.21,38.6,33.69
143.4,161.2,20.13,20.28
33.5,73.4,16.86,32.6
188.3,195.81,25.51,26.41
146.93,190.43,40.79,38.53
92.19,138.73,42.54,3.96
57.17,182.36,14.57,33.65
26.78,104.12,44.62,26.92
94.56,151.67,35.63,36.24
14.54,211.88,35.56,3.56
15.79,17.15,42.47,1.78
77.55,98.2,24.72,21.58
17.28,223.57,42.16,28.93
222.64,240.61,32.66,4.1
20.44,30.81,49.81,16.01
103.96,212.75,48.08,35.39
59.04,78.56,44.66,27.89
53.77,218.51,23.07,8.12
137.17,174.02,19.34,32.08
82.1,194.38,30.41,32.33
66.23,139.62,46.44,10.48
97.4,125.91,24.26,23.12
50.14,60.07,22.62,15.37
83.81,139.81,17.49,14.13
6.02,120.8,24.41,15.31
202.91,207.35,21.96,9.43
55.72,85.3,11.76,2.91
112.51,165.94,18.97,27.53
161.2,204.58,31.09,16.94
60.83,164.16,30.68,21.33
15.49,19.67,45.92,0.64
5.84,25.31,33.98,17.45
201.52,205.29,14.45,7.6
62,129.95,30.54,23.48
100.18,242.57,20.26,1.56
17.77,54.72,34.97,6.11
85.3,105.87,20.56,23.54
99.69,106.9,44.18,7.61
133.26,135.99,37.94,18.36
5.02,12.93,27.11,11.51
3.27,173.45,18.28,24.75
121.55,227.25,44.18,22.53
114.7,153.25,11.21,2.32
129.63,236.17,20.73,35.29
60.91,117.05,33.7,20.38
112.63,231.68,36.84,4.87
79.02,184.72,29.38,34.68
40.17,82.15,16.83,4.42
16.27,51.44,33.62,28.34
149.16,153.53,46.56,4.93
34.21,80.96,20.08,4.13
7.7,11.9,14.43,25.64
67.13,139.73,43.75,2.13
80.53,90.26,10.96,29.83
97.33,162.42,13.47,36.96
189.04,239.96,49.8,17.16
7.08,17.15,31.69,4.59
69.13,96.8,36.43,18.61
72.98,105.04,47.22,14.46
3.57,106.76,41.74,13.4
131.92,201.74,25.73,1.29
34.5,50.66,16.98,0.19
54.48,115.38,40.05,10.39
58.46,106.08,24.69,18.55
51.24,80.27,33.04,25.87
117.74,138.91,27.75,15.74
28.66,117.45,31.23,22.72
72.34,94.03,49.97,37.78
1.82,71.56,35,1.75
197.02,200.31,39.92,9.58
7.87,233.21,41.35,29.22
66.68,208.89,24.43,35.15
64.26,108.97,48.06,38.74
102.36,147.67,18.96,38.14
23.26,40.47,29.95,21.19
80.1,95.5,39.49,5.51
128.35,207.88,21.62,2.58
125.23,142.9,16.33,0.39
95.62,180,16.07,35.63
10.8,146.66,12.33,19.77
18.34,77.99,16.11,39.55
86.16,109.11,13.79,39.3
12.39,60.97,15.2,19.52
69.43,107.58,12.54,12.04
80.56,149.23,49.05,34.88
39.23,226.5,47.31,5.61
105.67,121.39,18.28,6.44
23.53,241.92,37.01,8.23
52.45,123.52,21.06,25.19
22.28,35.16,47.36,19.98
37,146.31,41.18,33.43
104.81,197.41,34.51,34.75
23.2,90.42,30.97,6.27
54.02,220.89,34.96,19.53
0.11,15.73,22.92,5.61
244.87,246.75,31.33,25.86
117.55,191.73,21.36,35.76
126.49,207.81,12.69,8.81
124.47,167.51,18.5,22.84
89.76,114.97,42.32,35.25
71.71,119.91,20.85,10.54
224.33,244.79,23.91,30.75
89.22,185.18,10.19,0.27
50.14,155.3,10.08,35.69
49.16,184.28,41.84,9.19
124.77,157.9,22.09,22.55
2.13,25.34,34.25,11.03
90.11,129.06,14.16,18.98
162.6,198.27,15.96,32.89
66.67,176.59,11.95,5.4
173.81,204.78,30.01,20.26
47.63,75.17,39.46,32
3,153.15,33.56,16.12
10.23,132.61,45.13,10.75
68.29,88.48,25.68,39.37
7,156.82,26.85,4.03
52.29,57.71,18.27,17.59
23.32,232.99,38.1,11.69
170.72,189.11,16.32,28.28
39.76,41.09,49.2,22.47
16.92,37.9,47.34,14.98
137.76,214.73,49.59,32.5
26.11,50.58,29.46,17.18
28.4,33.69,43.37,11.51
16.44,231.1,40.73,1.35
58.12,132.55,38.03,30.57
33.42,202.02,47.11,20.4
14.51,20.43,28.61,14.95
51.56,228.96,21.2,20.96
26.2,53.6,18.22,24.84
144.37,149.06,32.15,5.99
55.88,159.91,37.06,14.97
23.87,74.66,40.91,12.92
82.99,88.88,37.8,7.06
17.67,121.8,22.86,23.71
45.33,84.89,10.38,26.32
3.13,11.23,44.37,39.64
67.47,217.85,40.95,37.86
95.35,241.31,44.36,29.28
55.53,116.73,20.05,14.26
21.37,126.09,47.61,30.66
73.23,185.02,42.76,13.39
10.32,41.17,11.63,13.82
143.3,225.98,35.67,27.24
3.89,13.86,10.69,18.19
84.37,119,27.54,20.31
53.63,113.04,10.94,31.72
109.62,244.73,15.35,7.14
14.59,160.91,10.04,27.81
0.99,43.4,48.78,16.2
85.48,134.85,48.91,31.22
185.74,207.62,24.25,25.4
73.41,231.04,48.07,39.48
26.72,30.54,49.16,2.32
54.88,102.86,43.11,10.8
61.76,115.86,39.3,7.42
231.65,245.37,27.42,6.45
162.47,235.31,41.68,26.45
74.75,195.2,32.98,23.42
53.58,166.68,41.65,38.97
186.67,212.47,11.77,34.9
94.19,160.23,25.87,17.44
25.28,125.72,27.1,16.25
25.69,144.55,40.74,38.73
13.76,228.55,43,2.42
22.28,27.77,29.43,10.79
98.2,182.07,28.16,12.91
48.21,203.59,21.8,16.89
54.7,134.04,28.37,18.24
44.3,224.65,30.58,7.99
120.28,206.27,23.7,32.71
44.1,97.4,42.8,9.22
45.16,89.03,23.18,9.44
108.2,112.14,32.35,36.74
99.29,100.27,48.85,7.24
230.43,245.69,49.02,14.09
82.18,248.96,20.36,22.08
142.68,208.99,37.42,5.5
137.55,224.47,24.87,8.22
119.19,144.1,39.51,7.54
33.01,36.62,34.54,39.5
132.57,226.04,12.95,35.79
86.28,94.87,21.4,15.79
53.9,79.43,33.06,26.94
173.68,186.88,42.68,4.85
137.09,247.96,49.67,12.59
81.88,133.51,30.33,12.97
50.28,129.66,15.69,39.08
69.64,204.81,41.36,26.33
104.04,112.21,34.64,20.17
12.31,59.19,15.55,38.19
13.66,45.15,12.54,9.46
0.54,54.5,24.4,27.93
62.47,118.86,42.37,2
48.48,201.11,35.57,30.3
24.4,103.93,27.19,3.8
11.88,38.76,46.76,25.52
85.59,248.68,37.29,16.37
11.02,12.26,42.13,29.11
130.78,206.42,42.95,34.57
24.14,106.88,39.45,11.09
88.94,150.73,44.45,27.93
113.71,169.11,20.36,5.24
169.31,211.38,22.11,39.9
145.33,239.84,44.97,2.69
218.52,224.87,29.07,31.07
66.21,138.12,21.09,16.3
174.49,220.79,31.69,38.45
51.91,135.41,45.2,26.29
128.14,143.98,34.78,33.7
108.29,210.73,25.66,26.39
2.22,50.03,31.69,38.04
41.31,107.88,34.22,27.14
59.46,80.41,46.15,37.45
10.07,176.52,41.09,36.22
151.64,200.24,26.55,8.88
59.92,98.82,40.56,22.64
34.54,177.54,36.7,13.88
1.12,26.11,27.5,37.11
4.48,29.89,18.36,15.02
19.19,42.57,13.7,9.06
26.9,93.07,28.37,30.98
53.89,132.79,24.92,0.53
22.78,167.22,42.43,0.01
18.49,93.04,28.24,28.28
82.27,155.98,11.57,34.77
1.13,30.16,42.56,6.13
16.63,20.03,46.6,15.91
69.7,89.31,30.15,33.1
71.16,109.16,35.92,37.42
48.31,177.36,31.73,12.12
21.28,40.74,26.99,11.44
186.88,187.63,28.81,36.84
107.32,114.79,29.84,25.94
